Player Name,Team Name,Nationality,Height,Weight,Age,Foot,Rating,Primary position,Secondary positions,Backup positions,Overall Rating,League,Region,offensive_awareness,ball_control,dribbling,tight_possession,low_pass,lofted_pass,finishing,heading,set_piece_taking,curl,defensive_awareness,tackling,aggression,defensive_engagement,speed,acceleration,kicking_power,jumping,physical_contact,balance,stamina,gk_awareness,gk_catching,gk_parrying,gk_reflexes,gk_reach,weak_foot_usage,weak_foot_accuracy,form,injury_resistance
J. Frimpong,Free Agents,Netherlands,175,70,23,Right foot,C,RB,"['Right Back', 'Right Midfielder']",['Left Back'],79,Free Agent,Europe,65,68,75,73,69,66,68,52,53,62,64,69,73,57,84,85,55,70,59,81,79,40,40,40,40,40,Rarely,Low,Standard,Low
S. Botman,Newcastle WB,Netherlands,193,85,23,Left foot,C,CB,['Centre Back'],[],79,English League,Europe,52,61,58,61,67,65,49,73,53,56,75,77,80,74,62,59,62,71,81,52,77,40,40,40,40,40,Rarely,Medium,Unwavering,High
C. Gakpo,Liverpool R,Netherlands,189,76,24,Right foot,C,CF,"['Left Midfielder', 'Left Wing Forward', 'Centre Forward']","['Right Midfielder', 'Right Wing Forward', 'Second Striker']",79,English League,Europe,72,75,75,73,66,67,73,60,67,70,51,51,58,56,75,77,75,64,69,64,73,40,40,40,40,40,Occasionally,High,Unwavering,Low
T. Koopmeiners,Atalanta BC,Netherlands,183,71,25,Left foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']","['Centre Back', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']",79,Italian League,Europe,67,76,67,70,77,78,66,63,72,73,68,70,75,73,64,62,79,69,70,63,79,40,40,40,40,40,Almost Never,Medium,Unwavering,High
M. de Ligt,FC Bayern München,Netherlands,188,89,24,Right foot,C,CB,['Centre Back'],['Defensive Midfielder'],79,Other (Europe),Europe,55,65,61,67,70,69,53,77,58,59,79,77,72,74,64,54,74,77,78,59,66,40,40,40,40,40,Occasionally,High,Standard,Low
M. Depay,Madrid Rosas RB,Netherlands,176,78,29,Right foot,C,CF,"['Left Midfielder', 'Left Wing Forward', 'Second Striker', 'Centre Forward']","['Right Midfielder', 'Attacking Midfielder', 'Right Wing Forward']",79,Spanish League,Europe,72,76,77,76,74,72,74,59,74,75,42,45,60,46,73,75,76,62,72,72,70,40,40,40,40,40,Rarely,High,Unwavering,Low
S. de Vrij,Internazionale Milano,Netherlands,189,78,31,Right foot,C,CB,['Centre Back'],[],79,Italian League,Europe,52,64,60,65,67,65,54,73,58,58,79,78,75,79,62,59,65,72,78,58,71,40,40,40,40,40,Occasionally,High,Standard,High
X. Simons,Free Agents,Netherlands,179,58,20,Right foot,C,AMF,"['Centre Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Second Striker']","['Defensive Midfielder', 'Left Midfielder', 'Right Midfielder', 'Right Wing Forward', 'Centre Forward']",78,Free Agent,Europe,73,75,74,77,73,69,72,61,66,71,55,58,64,60,72,75,70,64,58,78,73,40,40,40,40,40,Rarely,High,Standard,Medium
J. Timber,Arsenal FC,Netherlands,179,75,22,Right foot,C,CB,"['Centre Back', 'Left Back', 'Right Back']",[],78,English League,Europe,58,68,70,75,73,63,53,64,53,60,74,72,69,73,77,73,65,77,72,64,74,40,40,40,40,40,Occasionally,High,Unwavering,Low
P. Schuurs,Torino G,Netherlands,191,80,24,Right foot,C,CB,"['Centre Back', 'Defensive Midfielder']",[],78,Italian League,Europe,55,66,60,62,69,66,56,70,64,61,76,74,69,73,65,62,70,72,77,54,71,40,40,40,40,40,Rarely,Medium,Standard,High
T. Reijnders,AC Milan,Netherlands,185,73,25,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Attacking Midfielder', 'Right Wing Forward']",78,Italian League,Europe,66,75,71,75,77,73,62,60,72,70,67,62,63,69,69,71,73,60,65,65,77,40,40,40,40,40,Rarely,High,Standard,Medium
D. Malen,Free Agents,Netherlands,176,68,24,Right foot,C,RWF,"['Left Wing Forward', 'Right Wing Forward', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Second Striker']",78,Free Agent,Europe,71,72,78,69,63,60,72,60,53,60,45,50,56,52,81,82,72,64,67,72,71,40,40,40,40,40,Rarely,High,Standard,Low
D. Dumfries,Internazionale Milano,Netherlands,189,80,27,Right foot,C,RB,"['Right Back', 'Right Midfielder']","['Centre Back', 'Defensive Midfielder']",78,Italian League,Europe,61,64,66,62,65,68,59,73,55,62,62,63,74,68,80,73,67,77,79,58,84,40,40,40,40,40,Occasionally,High,Unwavering,High
J. Zirkzee,Bologna RB,Netherlands,193,87,22,Right foot,C,CF,['Centre Forward'],['Second Striker'],77,Italian League,Europe,72,73,69,68,66,58,72,65,62,58,46,52,61,58,74,70,72,61,76,62,70,40,40,40,40,40,Regularly,High,Standard,Low
B. Brobbey,AFC Ajax,Netherlands,180,78,21,Right foot,C,CF,['Centre Forward'],"['Left Wing Forward', 'Right Wing Forward', 'Second Striker']",77,Eredivisie,Europe,74,70,70,65,64,60,72,65,56,60,40,44,50,44,77,73,71,67,80,67,72,40,40,40,40,40,Occasionally,High,Standard,Medium
M. De Roon,Atalanta BC,Netherlands,185,76,32,Right foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder']","['Centre Back', 'Attacking Midfielder']",77,Italian League,Europe,60,70,64,70,74,73,60,70,60,60,71,72,78,75,61,58,73,71,74,61,78,40,40,40,40,40,Rarely,Medium,Unwavering,High
S. Berghuis,AFC Ajax,Netherlands,182,75,32,Left foot,C,RWF,"['Centre Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker']","['Left Midfielder', 'Centre Forward']",77,Eredivisie,Europe,70,75,72,72,74,77,69,59,72,76,49,56,59,57,71,72,72,61,62,69,74,40,40,40,40,40,Almost Never,Medium,Unwavering,Medium
G. Wijnaldum,Free Agents,Netherlands,175,69,33,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']","['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']",77,Free Agent,Europe,67,75,73,77,74,72,65,71,64,68,60,64,68,73,70,72,68,74,67,73,74,40,40,40,40,40,Rarely,Medium,Standard,Low
Q. Hartman,Feyenoord Rotterdam,Netherlands,183,72,22,Left foot,C,LB,['Left Back'],['Left Midfielder'],76,Eredivisie,Europe,63,70,72,67,69,67,60,62,63,64,62,69,70,62,79,77,68,70,62,66,75,40,40,40,40,40,Almost Never,Medium,Standard,Medium
M. Flekken,Brentford RW,Netherlands,195,87,30,Right foot,C,GK,['Goalkeeper'],[],76,English League,Europe,40,53,40,47,55,56,40,40,53,47,43,40,50,58,55,53,72,62,73,56,53,71,68,70,75,72,Occasionally,Very High,Standard,Low
B. Verbruggen,Brighton WB,Netherlands,193,75,21,Right foot,C,GK,['Goalkeeper'],[],76,English League,Europe,40,53,40,43,53,55,40,40,53,45,40,40,43,58,50,50,64,58,72,52,53,72,71,67,77,75,Rarely,High,Standard,Medium
Q. Timber,Feyenoord Rotterdam,Netherlands,177,71,22,Right foot,C,CMF,"['Right Back', 'Defensive Midfielder', 'Centre Midfielder']","['Centre Back', 'Attacking Midfielder']",76,Eredivisie,Europe,65,73,70,73,73,70,65,60,61,64,63,68,70,65,74,72,72,62,67,69,77,40,40,40,40,40,Occasionally,High,Standard,High
R. Gravenberch,Liverpool R,Netherlands,190,77,21,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']",['Attacking Midfielder'],76,English League,Europe,65,77,76,75,75,72,63,53,62,67,62,64,71,65,65,70,75,60,68,64,71,40,40,40,40,40,Occasionally,High,Standard,Medium
N. Lang,PSV Eindhoven,Netherlands,179,70,24,Right foot,C,LWF,"['Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker']","['Centre Midfielder', 'Left Midfielder', 'Right Midfielder', 'Centre Forward']",76,Eredivisie,Europe,68,71,75,72,68,65,71,53,60,68,48,48,58,64,73,77,69,59,58,73,70,40,40,40,40,40,Occasionally,High,Standard,Medium
L. Geertruida,Feyenoord Rotterdam,Netherlands,185,75,23,Right foot,C,RB,"['Centre Back', 'Right Back']","['Left Back', 'Defensive Midfielder', 'Right Midfielder']",76,Eredivisie,Europe,61,68,69,63,70,65,61,72,57,62,69,73,69,70,75,74,65,73,72,64,74,40,40,40,40,40,Rarely,High,Standard,Low
T. Malacia,Manchester United FC,Netherlands,169,67,24,Left foot,C,LB,['Left Back'],"['Right Back', 'Left Midfielder']",76,English League,Europe,58,71,71,64,70,68,54,47,59,63,62,69,78,70,79,77,62,71,59,82,83,40,40,40,40,40,Rarely,Medium,Unwavering,Low
J. Veerman,PSV Eindhoven,Netherlands,185,75,25,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']",[],76,Eredivisie,Europe,64,74,68,72,77,79,64,60,73,77,60,63,65,62,67,69,74,62,64,68,73,40,40,40,40,40,Occasionally,High,Unwavering,Medium
J. Schouten,PSV Eindhoven,Netherlands,185,80,26,Right foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']",['Centre Back'],76,Eredivisie,Europe,59,71,65,71,75,72,59,65,58,61,71,72,72,74,64,62,67,69,73,63,75,40,40,40,40,40,Rarely,High,Unwavering,High
V. Janssen,Antwerp RW,Netherlands,183,79,29,Left foot,B,CF,['Centre Forward'],"['Centre Midfielder', 'Attacking Midfielder', 'Second Striker']",76,Belgian League,Europe,72,71,62,67,66,60,74,69,62,60,50,52,63,64,65,63,75,71,78,67,72,40,40,40,40,40,Almost Never,Medium,Unwavering,Medium
N. Olij,Sparta Rotterdam,Netherlands,188,74,28,Right foot,C,GK,['Goalkeeper'],[],76,Eredivisie,Europe,40,53,41,40,63,67,40,41,58,55,55,49,45,58,60,56,69,71,69,50,61,73,67,69,74,70,Rarely,Medium,Standard,Medium
S. Bergwijn,AFC Ajax,Netherlands,171,74,26,Right foot,C,LWF,"['Left Midfielder', 'Left Wing Forward', 'Right Wing Forward']","['Attacking Midfielder', 'Second Striker', 'Centre Forward']",76,Eredivisie,Europe,70,73,77,71,65,63,68,54,56,67,44,43,50,51,75,78,73,59,67,79,71,40,40,40,40,40,Rarely,Medium,Standard,Medium
A. Noppert,SC Heerenveen,Netherlands,203,94,29,Left foot,C,GK,['Goalkeeper'],[],76,Eredivisie,Europe,40,55,43,41,56,62,40,51,54,43,46,41,41,58,50,46,67,64,73,41,58,71,67,65,73,71,Occasionally,Medium,Unwavering,High
L. de Jong,PSV Eindhoven,Netherlands,188,86,33,Right foot,C,CF,"['Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker', 'Centre Forward']",['Centre Midfielder'],76,Eredivisie,Europe,76,71,62,66,68,63,74,80,62,64,48,53,60,63,61,58,73,74,78,57,71,40,40,40,40,40,Occasionally,High,Standard,High
J. Hato,AFC Ajax,Netherlands,182,76,17,Left foot,C,CB,"['Centre Back', 'Left Back']",['Left Midfielder'],75,Eredivisie,Europe,60,69,69,64,73,69,60,65,55,63,71,73,67,71,74,71,65,73,62,65,75,40,40,40,40,40,Rarely,Medium,Standard,Medium
C. Summerville,Leeds W,Netherlands,174,67,22,Right foot,C,RWF,"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']",[],75,English 2nd Division,Europe,68,71,74,67,62,65,69,46,61,64,40,44,57,52,79,84,66,49,55,75,70,40,40,40,40,40,Rarely,Medium,Standard,Medium
J. van Hecke,Brighton WB,Netherlands,189,79,23,Right foot,C,CB,['Centre Back'],[],75,English League,Europe,53,63,60,62,67,65,50,69,53,53,72,72,74,74,64,62,69,73,74,55,69,40,40,40,40,40,Rarely,High,Standard,Medium
T. Dallinga,Toulouse FC,Netherlands,180,70,23,Right foot,C,CF,['Centre Forward'],"['Right Wing Forward', 'Second Striker']",75,Ligue 1 Uber Eats,Europe,73,69,66,67,62,55,74,65,60,59,41,43,55,50,70,74,67,73,63,70,69,40,40,40,40,40,Occasionally,High,Unwavering,High
M. Bakker,Atalanta BC,Netherlands,185,74,23,Left foot,C,LB,"['Left Back', 'Left Midfielder']",['Centre Back'],75,Italian League,Europe,60,68,65,64,65,71,58,62,56,62,65,70,67,64,80,70,67,66,70,59,73,40,40,40,40,40,Almost Never,Medium,Inconsistent,Medium
J. Kluivert,Bournemouth RB,Netherlands,172,66,24,Right foot,C,LWF,"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']","['Attacking Midfielder', 'Second Striker', 'Centre Forward']",75,English League,Europe,64,71,75,67,61,65,64,57,62,71,48,49,61,53,79,81,70,61,58,75,68,40,40,40,40,40,Occasionally,Very High,Standard,Medium
C. Stengs,Feyenoord Rotterdam,Netherlands,182,74,25,Left foot,C,RWF,"['Centre Midfielder', 'Attacking Midfielder', 'Right Wing Forward']","['Left Midfielder', 'Right Midfielder', 'Left Wing Forward']",75,Eredivisie,Europe,66,73,73,69,71,68,66,56,67,73,48,54,64,60,73,77,72,60,61,72,71,40,40,40,40,40,Occasionally,High,Standard,High
G. Hamer,Sheffield RB,Netherlands,169,61,26,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Left Midfielder', 'Attacking Midfielder', 'Second Striker']",75,English League,Europe,60,71,66,69,75,73,62,55,71,72,64,64,79,72,66,69,73,69,58,78,79,40,40,40,40,40,Rarely,High,Standard,Medium
A. Danjuma,Everton B,Netherlands,178,74,26,Right foot,C,CF,"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Centre Forward']","['Attacking Midfielder', 'Second Striker']",75,English League,Europe,70,73,74,69,65,64,71,52,62,71,46,51,55,50,79,74,72,60,64,72,72,40,40,40,40,40,Regularly,High,Standard,Low
G. Til,PSV Eindhoven,Netherlands,186,79,26,Right foot,C,AMF,"['Centre Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Right Midfielder', 'Second Striker']",75,Eredivisie,Europe,68,74,67,70,72,68,72,65,61,65,56,60,67,63,69,70,72,65,63,64,76,40,40,40,40,40,Occasionally,High,Unwavering,High
J. Bijlow,Feyenoord Rotterdam,Netherlands,190,78,25,Right foot,C,GK,['Goalkeeper'],[],75,Eredivisie,Europe,40,54,44,46,54,57,40,41,55,44,48,41,51,58,58,54,64,71,67,52,60,71,66,69,76,72,Rarely,High,Standard,Low
B. van den Boomen,AFC Ajax,Netherlands,188,75,28,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']","['Centre Back', 'Right Midfielder']",75,Eredivisie,Europe,62,73,63,68,77,82,66,60,81,77,59,60,61,64,61,57,78,58,66,54,76,40,40,40,40,40,Occasionally,High,Standard,High
J. St. Juste,Sporting CP,Netherlands,185,71,27,Right foot,C,CB,"['Centre Back', 'Right Back']","['Defensive Midfielder', 'Right Midfielder']",75,Liga Portugal Betclic,Europe,56,65,64,60,68,63,51,67,53,58,65,69,63,66,85,80,62,77,65,58,68,40,40,40,40,40,Rarely,Medium,Standard,Low
W. Weghorst,Burnley RB,Netherlands,197,84,31,Right foot,C,CF,['Centre Forward'],['Second Striker'],75,English League,Europe,75,70,63,66,61,54,71,79,55,54,48,52,72,53,61,58,76,65,81,56,71,40,40,40,40,40,Rarely,High,Standard,High
R. Karsdorp,Roma GR,Netherlands,184,80,28,Right foot,C,RB,"['Right Back', 'Right Midfielder']",['Centre Back'],75,Italian League,Europe,62,68,68,64,66,70,55,60,58,62,62,67,68,65,79,71,69,62,71,62,76,40,40,40,40,40,Rarely,Medium,Standard,Low
H. Hateboer,Atalanta BC,Netherlands,185,72,29,Right foot,C,RB,"['Right Back', 'Right Midfielder']","['Centre Back', 'Left Back', 'Right Wing Forward']",75,Italian League,Europe,65,68,67,64,68,68,60,69,53,60,64,65,73,73,75,74,69,70,70,64,77,40,40,40,40,40,Rarely,Medium,Standard,Low
K. Tete,Fulham W,Netherlands,180,71,28,Right foot,C,RB,"['Left Back', 'Right Back']","['Centre Back', 'Right Midfielder']",75,English League,Europe,60,66,68,65,66,71,55,65,53,61,67,73,76,71,76,73,66,71,65,69,75,40,40,40,40,40,Rarely,Medium,Standard,Medium
J. Veltman,Brighton WB,Netherlands,184,75,31,Right foot,C,RB,"['Centre Back', 'Right Back', 'Right Midfielder']",[],75,English League,Europe,59,70,67,71,71,71,54,69,53,60,72,75,80,77,68,67,64,76,71,61,75,40,40,40,40,40,Rarely,High,Unwavering,High
D. Klaassen,Internazionale Milano,Netherlands,179,70,30,Right foot,C,CMF,"['Centre Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Left Midfielder', 'Second Striker']",75,Italian League,Europe,69,74,63,69,73,69,70,62,65,65,61,65,65,69,65,63,73,68,68,63,77,40,40,40,40,40,Occasionally,High,Standard,Medium
D. Blind,Girona R,Netherlands,180,72,33,Left foot,C,CB,"['Centre Back', 'Left Back', 'Defensive Midfielder', 'Left Midfielder']","['Right Back', 'Centre Midfielder']",75,Spanish League,Europe,57,72,65,77,75,74,56,67,69,79,76,76,69,80,56,64,72,74,65,71,73,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
K. Strootman,Genova RB,Netherlands,186,80,33,Left foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Left Midfielder', 'Attacking Midfielder']",75,Italian League,Europe,65,74,66,73,75,73,63,62,67,68,63,69,78,72,60,58,78,58,74,60,69,40,40,40,40,40,Rarely,Medium,Unwavering,Low
S. van Gassel,N.E.C. Nijmegen,Netherlands,186,79,27,Left foot,C,GK,['Goalkeeper'],[],74,Eredivisie,Europe,40,49,43,42,58,58,40,47,49,42,42,40,42,60,62,62,66,65,71,52,60,72,66,69,72,72,Rarely,Medium,Inconsistent,High
M. van Ewijk,Coventry B,Netherlands,175,78,23,Right foot,C,RB,['Right Back'],"['Centre Back', 'Right Midfielder']",74,English 2nd Division,Europe,65,67,69,64,63,63,63,60,60,63,68,70,69,63,76,73,65,62,66,66,75,40,40,40,40,40,Rarely,Medium,Inconsistent,Medium
J. De Lange,Go Ahead Eagles,Netherlands,188,78,25,Right foot,C,GK,['Goalkeeper'],[],74,Eredivisie,Europe,40,49,40,44,52,54,40,40,50,42,48,46,52,58,60,58,65,71,69,51,53,72,67,69,71,68,Rarely,Medium,Standard,Medium
S. Beukema,Bologna RB,Netherlands,188,77,25,Right foot,C,CB,['Centre Back'],[],74,Italian League,Europe,56,64,57,60,65,64,53,71,62,56,72,69,66,70,67,63,65,72,74,57,70,40,40,40,40,40,Rarely,Medium,Standard,Medium
J. Teze,PSV Eindhoven,Netherlands,181,68,24,Right foot,C,CB,"['Centre Back', 'Right Back']",['Right Midfielder'],74,Eredivisie,Europe,58,65,66,60,69,66,54,68,60,64,69,67,65,70,75,75,66,73,68,61,74,40,40,40,40,40,Occasionally,High,Standard,Medium
J. Piroe,Leeds W,Netherlands,185,81,24,Left foot,C,CF,"['Attacking Midfielder', 'Second Striker', 'Centre Forward']","['Centre Midfielder', 'Right Midfielder', 'Right Wing Forward']",74,English 2nd Division,Europe,69,70,63,64,63,59,73,62,60,64,44,49,58,60,70,66,76,59,72,60,74,40,40,40,40,40,Rarely,High,Standard,High
R. Lewandowski,FC Barcelona,Poland,185,81,35,Right foot,C,CF,"['Attacking Midfielder', 'Second Striker', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']",82,Spanish League,Europe,82,77,71,69,64,60,80,76,70,65,40,40,55,53,68,61,77,72,73,67,64,40,40,40,40,40,Occasionally,High,Unwavering,High
W. Szczęsny,Piemonte BN,Poland,196,90,33,Right foot,C,GK,['Goalkeeper'],[],80,Italian League,Europe,41,53,44,50,56,59,40,40,53,45,46,45,48,69,56,54,68,70,72,51,57,75,71,72,75,75,Rarely,Medium,Unwavering,Medium
P. Zieliński,Napoli A,Poland,180,75,29,Right foot,C,CMF,"['Centre Midfielder', 'Left Midfielder', 'Right Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker']",79,Italian League,Europe,71,77,77,72,77,74,69,56,67,73,60,62,63,62,74,73,77,63,62,73,75,40,40,40,40,40,Regularly,Very High,Unwavering,High
J. Kiwior,Arsenal FC,Poland,189,75,23,Left foot,C,CB,"['Centre Back', 'Left Back', 'Defensive Midfielder']",[],78,English League,Europe,58,65,65,70,64,68,50,68,55,55,72,75,73,73,69,69,62,73,74,58,79,40,40,40,40,40,Rarely,Medium,Standard,Medium
M. Cash,Aston RB,Poland,185,64,26,Right foot,C,RB,"['Right Back', 'Right Midfielder']",[],77,English League,Europe,64,69,72,71,67,70,58,52,54,60,64,71,80,73,76,74,69,60,64,70,81,40,40,40,40,40,Occasionally,High,Unwavering,Medium
Ł. Skorupski,Bologna RB,Poland,188,90,32,Right foot,C,GK,['Goalkeeper'],[],77,Italian League,Europe,40,53,47,45,53,56,43,46,53,44,45,43,44,60,52,54,65,71,67,49,58,73,71,75,74,71,Rarely,Medium,Inconsistent,Medium
A. Milik,Piemonte BN,Poland,186,78,29,Left foot,C,CF,"['Second Striker', 'Centre Forward']",[],77,Italian League,Europe,76,72,64,62,62,58,77,71,72,70,45,46,51,52,64,60,78,66,73,61,65,40,40,40,40,40,Rarely,Medium,Standard,Medium
N. Zalewski,Roma GR,Poland,175,65,21,Right foot,C,LMF,"['Left Midfielder', 'Attacking Midfielder', 'Left Wing Forward']","['Left Back', 'Centre Midfielder', 'Right Midfielder', 'Second Striker']",76,Italian League,Europe,63,72,74,71,69,70,60,48,63,67,56,58,64,61,76,78,66,58,56,73,74,40,40,40,40,40,Occasionally,High,Standard,High
K. Piątek,İstanbul Başakşehir FK,Poland,183,77,28,Right foot,C,CF,['Centre Forward'],"['Attacking Midfielder', 'Second Striker']",76,Trendyol Süper Lig,Europe,73,67,63,63,59,56,75,74,53,60,43,50,58,53,68,66,72,74,75,63,70,40,40,40,40,40,Occasionally,High,Standard,Medium
M. Bułka,OGC Nice,Poland,199,99,24,Right foot,C,GK,['Goalkeeper'],[],76,Ligue 1 Uber Eats,Europe,40,53,41,40,53,54,40,51,53,45,40,40,42,58,50,48,67,63,75,51,53,70,66,68,71,78,Rarely,Medium,Standard,Medium
S. Szymański,Fenerbahçe SK,Poland,174,60,24,Left foot,C,AMF,"['Centre Midfielder', 'Attacking Midfielder', 'Right Wing Forward']","['Left Midfielder', 'Right Midfielder', 'Second Striker']",75,Trendyol Süper Lig,Europe,68,70,71,74,71,69,67,56,72,74,60,66,68,64,73,76,73,59,57,72,71,40,40,40,40,40,Rarely,Medium,Standard,Medium
P. Frankowski,RC Lens,Poland,176,70,28,Right foot,C,RMF,"['Right Back', 'Left Midfielder', 'Right Midfielder', 'Right Wing Forward']","['Left Back', 'Attacking Midfielder', 'Left Wing Forward']",75,Ligue 1 Uber Eats,Europe,66,67,68,64,67,68,64,56,61,64,60,63,61,64,80,81,65,66,61,68,75,40,40,40,40,40,Occasionally,High,Standard,Medium
J. Bednarek,Southampton RW,Poland,189,77,27,Right foot,C,CB,['Centre Back'],['Right Back'],75,English 2nd Division,Europe,50,57,54,54,60,65,49,71,49,52,71,74,76,74,63,60,68,69,77,53,71,40,40,40,40,40,Rarely,Medium,Standard,High
Ł. Fabiański,West Ham RB,Poland,190,83,38,Right foot,C,GK,['Goalkeeper'],[],75,English League,Europe,40,53,43,44,53,54,42,40,53,41,44,40,43,58,50,53,65,65,67,48,53,72,76,64,74,71,Rarely,Low,Standard,Medium
A. Buksa,FC Midtjylland,Poland,191,80,27,Left foot,B,CF,['Centre Forward'],"['Left Wing Forward', 'Right Wing Forward', 'Second Striker']",74,3F Superliga,Europe,72,66,64,64,61,55,72,72,54,59,50,48,60,52,67,64,68,77,72,58,67,40,40,40,40,40,Rarely,High,Standard,Low
J. Moder,Brighton WB,Poland,188,78,24,Right foot,C,CMF,['Centre Midfielder'],"['Left Back', 'Defensive Midfielder', 'Left Midfielder', 'Right Midfielder', 'Attacking Midfielder']",74,English League,Europe,62,71,68,72,71,72,61,63,63,65,60,67,68,67,66,64,79,60,70,59,73,40,40,40,40,40,Regularly,Very High,Standard,Low
P. Dawidowicz,Verona GB,Poland,189,80,28,Right foot,C,CB,"['Centre Back', 'Defensive Midfielder']",[],74,Italian League,Europe,54,61,56,60,67,64,53,67,52,54,71,71,72,69,65,60,66,69,75,52,71,40,40,40,40,40,Rarely,Medium,Standard,Low
A. Benedyczak,Parma Calcio 1913,Poland,191,81,23,Right foot,C,CF,"['Left Wing Forward', 'Centre Forward']","['Left Midfielder', 'Attacking Midfielder', 'Right Wing Forward', 'Second Striker']",73,Serie BKT,Europe,69,65,63,60,60,55,70,68,54,59,45,47,53,56,73,71,66,68,72,60,73,40,40,40,40,40,Occasionally,High,Standard,High
B. Slisz,Atlanta RB,Poland,179,76,24,Right foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder']",[],73,American League,Europe,60,67,64,71,72,73,55,62,65,60,62,69,75,72,63,62,69,62,62,69,84,40,40,40,40,40,Almost Never,Medium,Unwavering,High
T. Puchacz,Free Agents,Poland,180,74,24,Left foot,C,LB,['Left Back'],"['Left Midfielder', 'Left Wing Forward']",73,Free Agent,Europe,60,63,64,60,67,64,55,67,64,67,60,62,65,60,79,75,69,65,71,62,75,40,40,40,40,40,Rarely,Medium,Inconsistent,Medium
M. Helik,Huddersfield BW,Poland,191,80,28,Right foot,C,CB,['Centre Back'],['Right Back'],73,English 2nd Division,Europe,48,60,50,52,60,63,50,74,48,55,74,69,69,73,59,54,71,66,77,55,74,40,40,40,40,40,Almost Never,Medium,Unwavering,High
K. Świderski,Charlotte BBGW,Poland,184,77,26,Left foot,C,CF,['Centre Forward'],"['Left Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker']",73,American League,Europe,71,68,61,63,60,57,71,65,60,60,50,50,62,60,69,71,68,64,70,63,71,40,40,40,40,40,Occasionally,High,Standard,Medium
A. Reca,Spezia Calcio,Poland,187,76,28,Left foot,C,LB,"['Left Back', 'Left Midfielder', 'Left Wing Forward']",[],73,Serie BKT,Europe,63,65,67,63,64,68,58,60,56,61,62,61,64,61,78,77,67,66,64,60,71,40,40,40,40,40,Rarely,Medium,Standard,Medium
M. Klich,Washington D.C. BR,Poland,183,82,33,Right foot,C,CMF,"['Centre Midfielder', 'Attacking Midfielder']",['Defensive Midfielder'],73,American League,Europe,64,70,67,71,74,72,64,56,60,62,60,60,63,62,63,64,72,61,70,67,76,40,40,40,40,40,Rarely,High,Unwavering,High
P. Tytoń,FC Twente Enschede,Poland,194,83,36,Right foot,C,GK,['Goalkeeper'],[],73,Eredivisie,Europe,40,50,40,41,48,54,40,40,49,41,44,41,50,58,40,40,66,58,77,48,50,73,66,67,72,69,Rarely,Medium,Standard,Medium
Bartlomiej Wdowik,Sporting Braga,Poland,184,72,23,Left foot,C,LB,"['Centre Back', 'Left Back']",['Left Midfielder'],72,Liga Portugal Betclic,Europe,62,67,67,63,67,70,58,58,74,73,60,63,58,62,72,74,71,62,62,67,72,40,40,40,40,40,Rarely,Medium,Standard,Medium
M. Nawrocki,Celtic FC,Poland,192,74,22,Right foot,C,CB,['Centre Back'],[],72,cinch Scottish Premiership,Europe,53,60,53,58,59,61,50,64,51,51,68,64,69,63,69,71,67,70,72,52,68,40,40,40,40,40,Occasionally,High,Standard,Low
